age,workclass,education,maritalstatus,occupation,relationship,race,sex,hoursperweek,country,income
22-30,Private,11th,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,40,Vietnam,LessThan50K
22-30,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,LessThan50K
22-30,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,38,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,15,United-States,LessThan50K
22-30,Private,9th,Divorced,Other-service,Own-child,White,Female,40,United-States,LessThan50K
22-30,Private,5th-6th,Never-married,Craft-repair,Unmarried,White,Male,40,El-Salvador,LessThan50K
22-30,Private,Bachelors,Never-married,Farming-fishing,Own-child,White,Female,40,United-States,LessThan50K
22-30,Private,10th,Never-married,Sales,Not-in-family,White,Male,49,El-Salvador,LessThan50K
22-30,Private,Some-college,Separated,Sales,Unmarried,White,Female,45,United-States,LessThan50K
22-30,Private,11th,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Sales,Own-child,White,Female,40,United-States,LessThan50K
22-30,Private,Assoc-acdm,Divorced,Other-service,Own-child,White,Female,30,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,38,United-States,LessThan50K
22-30,Private,Assoc-voc,Never-married,Machine-op-inspct,Own-child,White,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,State-gov,Masters,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,10,China,LessThan50K
22-30,Self-emp-not-inc,Some-college,Separated,Handlers-cleaners,Own-child,White,Male,45,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Sales,Own-child,White,Male,40,Dominican-Republic,LessThan50K
22-30,Private,HS-grad,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,30,?,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Assoc-voc,Never-married,Tech-support,Unmarried,Black,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,60,United-States,LessThan50K
22-30,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,45,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Other-relative,Black,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,30,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Female,42,United-States,LessThan50K
22-30,?,9th,Never-married,?,Own-child,White,Female,18-21,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,45,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,MoreThan50K
22-30,Private,Some-college,Never-married,Sales,Other-relative,Black,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,45,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,44,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,18-21,United-States,LessThan50K
22-30,Private,11th,Divorced,Sales,Unmarried,White,Female,35,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,36,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,Mexico,MoreThan50K
22-30,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,50,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,35,United-States,LessThan50K
22-30,Local-gov,Some-college,Separated,Protective-serv,Not-in-family,White,Male,60,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,40,Philippines,LessThan50K
22-30,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,30,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Federal-gov,Bachelors,Never-married,Tech-support,Own-child,White,Female,40,?,LessThan50K
22-30,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Own-child,White,Male,50,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Female,49,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,55,Jamaica,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,LessThan50K
22-30,Private,9th,Never-married,Handlers-cleaners,Own-child,White,Male,12,United-States,LessThan50K
22-30,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,72,United-States,MoreThan50K
22-30,Private,Bachelors,Never-married,Other-service,Own-child,White,Female,30,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,50,Philippines,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,35,United-States,LessThan50K
22-30,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Own-child,White,Male,50,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,45,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,48,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,40,Mexico,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,8,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,LessThan50K
22-30,Self-emp-not-inc,Some-college,Never-married,Other-service,Not-in-family,White,Female,75,United-States,LessThan50K
22-30,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,30,United-States,LessThan50K
22-30,Self-emp-inc,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,50,United-States,MoreThan50K
22-30,Private,Assoc-acdm,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,12th,Never-married,Sales,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,11th,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,56,United-States,LessThan50K
22-30,?,HS-grad,Never-married,?,Not-in-family,White,Female,32,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Prof-specialty,Not-in-family,Black,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,50,United-States,LessThan50K
22-30,?,Bachelors,Never-married,?,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,16,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,40,Puerto-Rico,LessThan50K
22-30,Private,Bachelors,Never-married,Sales,Own-child,White,Female,35,United-States,LessThan50K
22-30,Private,11th,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,45,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,30,United-States,LessThan50K
22-30,?,Assoc-acdm,Never-married,?,Not-in-family,White,Male,12,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,49,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,LessThan50K
22-30,?,Some-college,Never-married,?,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,40,Mexico,LessThan50K
22-30,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,30,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,18-21,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Priv-house-serv,Wife,White,Female,40,?,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,LessThan50K
22-30,Self-emp-inc,Some-college,Never-married,Transport-moving,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,LessThan50K
22-30,Self-emp-not-inc,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,MoreThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,30,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Other-service,Own-child,White,Male,18-21,Canada,LessThan50K
22-30,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,30,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,30,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Transport-moving,Not-in-family,Black,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Own-child,White,Male,43,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,18-21,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,MoreThan50K
22-30,Local-gov,10th,Never-married,Other-service,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,39,United-States,LessThan50K
22-30,?,Bachelors,Never-married,?,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,50,United-States,LessThan50K
22-30,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Other,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Female,30,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,30,United-States,LessThan50K
22-30,Private,Assoc-voc,Never-married,Tech-support,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,33,United-States,LessThan50K
22-30,Private,10th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Separated,Machine-op-inspct,Own-child,Black,Female,40,United-States,LessThan50K
22-30,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,Female,18-21,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,United-States,MoreThan50K
22-30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,United-States,MoreThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Sales,Own-child,White,Female,15,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,25,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,30,United-States,LessThan50K
22-30,Private,HS-grad,Separated,Other-service,Not-in-family,White,Female,55,United-States,LessThan50K
22-30,Private,Assoc-voc,Never-married,Sales,Unmarried,Asian-Pac-Islander,Male,50,South,LessThan50K
22-30,Private,HS-grad,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,48,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Own-child,White,Female,40,United-States,LessThan50K
