tid,attribute,correct_val
1625,inspectiontype,canvass re-inspection
1625,results,pass
1625,latitude,41.97340096
1625,longitude,-87.86302998
1626,inspectionid,70290
1626,dbaname,international house of pancake
1626,akaname,international house of pancake
1626,license,79024
1626,facilitytype,restaurant
1626,risk,risk 1 (high)
1626,address,5737 w belmont ave 
1626,city,chicago
1626,state,il
1626,zip,60634
1626,inspectiondate,01/19/2010
1626,inspectiontype,canvass
1626,results,pass w/ conditions
1626,latitude,41.93841273
1626,longitude,-87.77043454
1627,inspectionid,70291
1627,dbaname,john's market
1627,akaname,john's market
1627,license,1275164
1627,facilitytype,grocery store
1627,risk,risk 1 (high)
1627,address,5647 w belmont ave 
1627,city,chicago
1627,state,il
1627,zip,60634
1627,inspectiondate,01/19/2010
1627,inspectiontype,canvass
1627,results,pass
1627,latitude,41.93844182
1627,longitude,-87.76839665
1628,inspectionid,70292
1628,dbaname,el gordo restaurant
1628,akaname,el gordo restaurant
1628,license,31100
1628,facilitytype,restaurant
1628,risk,risk 1 (high)
1628,address,5746 w belmont ave 
1628,city,chicago
1628,state,il
1628,zip,60634
1628,inspectiondate,01/19/2010
1628,inspectiontype,canvass
1628,results,pass
1628,latitude,41.9386272
1628,longitude,-87.77083025
1629,inspectionid,70293
1629,dbaname,stanley's chicago blackhawk (t2 e5)
1629,akaname,stanley's chicago blackhawk (t2 e5)
1629,license,34139
1629,facilitytype,restaurant
1629,risk,risk 1 (high)
1629,address,11601 w touhy ave 
1629,city,chicago
1629,state,il
1629,zip,60666
1629,inspectiondate,01/19/2010
1629,inspectiontype,short form complaint
1629,results,pass w/ conditions
1629,latitude,42.0085364
1629,longitude,-87.91442844
1630,inspectionid,70294
1630,dbaname,walgreens # 04862
1630,akaname,walgreens # 04862
1630,license,1167135
1630,facilitytype,grocery store
1630,risk,risk 3 (low)
1630,address,4343 n central ave 
1630,city,chicago
1630,state,il
1630,zip,60634
1630,inspectiondate,01/20/2010
1630,inspectiontype,complaint
1630,results,fail
1630,latitude,41.95997195
1630,longitude,-87.76707886
1631,inspectionid,70295
1631,dbaname,legno/suparossa carry out
1631,akaname,legno/suparossa carry out
1631,license,1869
1631,facilitytype,restaurant
1631,risk,risk 1 (high)
1631,address,4250 n central ave 
1631,city,chicago
1631,state,il
1631,zip,60634
1631,inspectiondate,01/20/2010
1631,inspectiontype,canvass
1631,results,pass w/ conditions
1631,latitude,41.95837385
1631,longitude,-87.76732076
1632,inspectionid,70296
1632,dbaname,mikrus deli
1632,akaname,mikrus deli
1632,license,31026
1632,facilitytype,
1632,risk,risk 1 (high)
1632,address,4342 n central ave 
1632,city,chicago
1632,state,il
1632,zip,60634
1632,inspectiondate,01/20/2010
1632,inspectiontype,out of business
1632,results,pass
1632,latitude,41.95996587
1632,longitude,-87.76737288
1633,inspectionid,70297
1633,dbaname,mikrus deli
1633,akaname,mikrus deli
1633,license,1739423
1633,facilitytype,
1633,risk,risk 1 (high)
1633,address,4342 n central ave 
1633,city,chicago
1633,state,il
1633,zip,60634
1633,inspectiondate,01/20/2010
1633,inspectiontype,out of business
1633,results,pass
1633,latitude,41.95996587
1633,longitude,-87.76737288
1634,inspectionid,70298
1634,dbaname,mama mia chicago pizza
1634,akaname,mama mia chicago pizza
1634,license,2009418
1634,facilitytype,restaurant
1634,risk,risk 1 (high)
1634,address,3131 n central ave 
1634,city,chicago
1634,state,il
1634,zip,60634
1634,inspectiondate,01/22/2010
1634,inspectiontype,license re-inspection
1634,results,pass
1634,latitude,41.93769482
1634,longitude,-87.76631879
1635,inspectionid,70299
1635,dbaname,international house of pancake
1635,akaname,international house of pancake
1635,license,79024
1635,facilitytype,restaurant
1635,risk,risk 1 (high)
1635,address,5737 w belmont ave 
1635,city,chicago
1635,state,il
1635,zip,60634
1635,inspectiondate,01/22/2010
1635,inspectiontype,tag removal
1635,results,pass
1635,latitude,41.93841273
1635,longitude,-87.77043454
1636,inspectionid,70300
1636,dbaname,petes pizza no 2
1636,akaname,petes pizza no 2
1636,license,3917
1636,facilitytype,restaurant
1636,risk,risk 1 (high)
1636,address,5847 w montrose ave 
1636,city,chicago
1636,state,il
1636,zip,60634
1636,inspectiondate,01/22/2010
1636,inspectiontype,complaint
1636,results,pass
1636,latitude,41.96028314
1636,longitude,-87.77403973
1637,inspectionid,70302
1637,dbaname,bakers square # 220658
1637,akaname,bakers square # 220658
1637,license,1980309
1637,facilitytype,restaurant
1637,risk,risk 1 (high)
1637,address,5220 n harlem ave 
1637,city,chicago
1637,state,il
1637,zip,60656
1637,inspectiondate,01/25/2010
1637,inspectiontype,canvass
1637,results,pass
1637,latitude,41.97520211
1637,longitude,-87.80721129
1638,inspectionid,70303
1638,dbaname,bakers square restaurant
1638,akaname,bakers square restaurant
1638,license,15640
1638,facilitytype,
1638,risk,risk 1 (high)
1638,address,5220 n harlem ave 
1638,city,chicago
1638,state,il
1638,zip,60656
1638,inspectiondate,01/25/2010
1638,inspectiontype,out of business
1638,results,pass
1638,latitude,41.97520211
1638,longitude,-87.80721129
1639,inspectionid,70304
1639,dbaname,china kitchen
1639,akaname,china kitchen
1639,license,54997
1639,facilitytype,restaurant
1639,risk,risk 1 (high)
1639,address,5332 n cumberland ave 
1639,city,chicago
1639,state,il
1639,zip,60656
1639,inspectiondate,01/25/2010
1639,inspectiontype,complaint
1639,results,pass
1639,latitude,41.97657773
1639,longitude,-87.83676335
1640,inspectionid,70305
1640,dbaname,delis of america inc
1640,akaname,delis of america inc
1640,license,1249232
1640,facilitytype,restaurant
1640,risk,risk 1 (high)
1640,address,5440 n cumberland ave 
1640,city,chicago
1640,state,il
1640,zip,60656
1640,inspectiondate,01/25/2010
1640,inspectiontype,canvass
1640,results,pass w/ conditions
1640,latitude,41.97869736
1640,longitude,-87.83673604
1641,inspectionid,70306
1641,dbaname,chicago blackhawks stanley's t2 bar
1641,akaname,chicago blackhawks stanley's t2 bar
1641,license,34139
1641,facilitytype,restaurant
1641,risk,risk 1 (high)
1641,address,11601 w touhy ave 
1641,city,chicago
1641,state,il
1641,zip,60666
1641,inspectiondate,01/26/2010
1641,inspectiontype,canvass
1641,results,pass w/ conditions
1641,latitude,42.0085364
1641,longitude,-87.91442844
1642,inspectionid,70307
1642,dbaname,host international inc
1642,akaname,host international inc
1642,license,34192
1642,facilitytype,restaurant
1642,risk,risk 1 (high)
1642,address,11601 w touhy ave 
1642,city,chicago
1642,state,il
1642,zip,60666
1642,inspectiondate,01/26/2010
1642,inspectiontype,canvass
1642,results,fail
1642,latitude,42.0085364
1642,longitude,-87.91442844
1643,inspectionid,70308
1643,dbaname,cibo express gourmet market (t3/near security)
1643,akaname,cibo express gourmet market (t3/near security)
1643,license,1903378
1643,facilitytype,grocery store
1643,risk,risk 3 (low)
1643,address,11601 w touhy ave 
1643,city,chicago
1643,state,il
1643,zip,60666
1643,inspectiondate,01/26/2010
1643,inspectiontype,canvass
1643,results,pass
1643,latitude,42.0085364
1643,longitude,-87.91442844
1644,inspectionid,70309
1644,dbaname,baskin robbins/ dunkin donuts
1644,akaname,baskin robbins/ dunkin donuts
1644,license,45960
1644,facilitytype,restaurant
1644,risk,risk 2 (medium)
1644,address,3039 n central ave 
1644,city,chicago
1644,state,il
1644,zip,60634
1644,inspectiondate,01/27/2010
1644,inspectiontype,canvass
1644,results,fail
1644,latitude,41.93602794
1644,longitude,-87.76626205
1645,inspectionid,70310
1645,dbaname,borinquen restaurant #2
1645,akaname,borinquen restaurant #2
1645,license,1330751
1645,facilitytype,restaurant
1645,risk,risk 1 (high)
1645,address,3020 n central ave 
1645,city,chicago
1645,state,il
1645,zip,60634
1645,inspectiondate,01/27/2010
1645,inspectiontype,canvass
1645,results,pass
1645,latitude,41.93554618
1645,longitude,-87.76654136
1646,inspectionid,70311
1646,dbaname,walgreens # 04862
1646,akaname,walgreens # 04862
1646,license,1167135
1646,facilitytype,grocery store
1646,risk,risk 3 (low)
1646,address,4343 n central ave 
1646,city,chicago
1646,state,il
1646,zip,60634
1646,inspectiondate,01/27/2010
1646,inspectiontype,canvass re-inspection
1646,results,pass
1646,latitude,41.95997195
1646,longitude,-87.76707886
1647,inspectionid,70312
1647,dbaname,jewel food store #3477
1647,akaname,jewel food store #3477
1647,license,1372
1647,facilitytype,grocery store
1647,risk,risk 1 (high)
1647,address,4734 n cumberland ave 
1647,city,chicago
1647,state,il
1647,zip,60656
1647,inspectiondate,01/28/2010
1647,inspectiontype,canvass
1647,results,pass w/ conditions
1647,latitude,41.9660114
1647,longitude,-87.83683117
1648,inspectionid,70313
1648,dbaname,mr ging chop suey restaurant
1648,akaname,mr ging chop suey restaurant
1648,license,1193775
1648,facilitytype,restaurant
1648,risk,risk 1 (high)
1648,address,3549 n central ave 
1648,city,chicago
1648,state,il
1648,zip,60634
1648,inspectiondate,01/28/2010
1648,inspectiontype,suspected food poisoning
1648,results,pass
1648,latitude,41.9455403
1648,longitude,-87.76659733
1649,inspectionid,70314
1649,dbaname,cafe marbella
1649,akaname,cafe marbella
1649,license,2016764
1649,facilitytype,restaurant
1649,risk,risk 1 (high)
1649,address,5527-5531 n milwaukee ave 
1649,city,chicago
1649,state,il
1649,zip,60630
1649,inspectiondate,01/28/2010
1649,inspectiontype,license re-inspection
1649,results,pass
1649,latitude,41.98235014
1649,longitude,-87.77365984
1650,inspectionid,70315
1650,dbaname,cvs/ pharmacy #3170
1650,akaname,cvs/ pharmacy #3170
1650,license,1302694
1650,facilitytype,grocery store
1650,risk,risk 3 (low)
1650,address,6417 w higgins ave 
1650,city,chicago
1650,state,il
1650,zip,60656
1650,inspectiondate,02/01/2010
1650,inspectiontype,canvass
1650,results,pass
1650,latitude,41.9764216
1650,longitude,-87.78864761
1651,inspectionid,70317
1651,dbaname,cafe il cortile
1651,akaname,cafe il cortile
1651,license,1985958
1651,facilitytype,restaurant
1651,risk,risk 1 (high)
1651,address,8443-8445 w lawrence ave 
1651,city,chicago
1651,state,il
1651,zip,60656
1651,inspectiondate,02/01/2010
1651,inspectiontype,canvass
1651,results,pass
1651,latitude,41.96645317
1651,longitude,-87.83838526
1652,inspectionid,70318
1652,dbaname,china express
1652,akaname,china express
1652,license,56620
1652,facilitytype,
1652,risk,risk 1 (high)
1652,address,4640 n cumberland ave 
1652,city,chicago
1652,state,il
1652,zip,60656
1652,inspectiondate,02/01/2010
1652,inspectiontype,out of business
1652,results,pass
1652,latitude,41.96421158
1652,longitude,-87.83683737
1653,inspectionid,70319
1653,dbaname,china express
1653,akaname,china express
1653,license,1843192
1653,facilitytype,restaurant
1653,risk,risk 1 (high)
1653,address,4640 n cumberland ave 
1653,city,chicago
1653,state,il
1653,zip,60656
1653,inspectiondate,02/01/2010
1653,inspectiontype,canvass
1653,results,fail
1653,latitude,41.96421158
1653,longitude,-87.83683737
1654,inspectionid,70320
1654,dbaname,host international inc
1654,akaname,host international inc
1654,license,34192
1654,facilitytype,restaurant
1654,risk,risk 1 (high)
1654,address,11601 w touhy ave 
1654,city,chicago
1654,state,il
1654,zip,60666
1654,inspectiondate,02/02/2010
1654,inspectiontype,canvass re-inspection
1654,results,pass
1654,latitude,42.0085364
1654,longitude,-87.91442844
1655,inspectionid,70321
1655,dbaname,mcdonald's   (t3- l4)
1655,akaname,mcdonald's   (t3- l4)
1655,license,2016727
1655,facilitytype,restaurant
1655,risk,risk 1 (high)
1655,address,11601 w touhy ave 
1655,city,chicago
1655,state,il
1655,zip,60666
1655,inspectiondate,02/02/2010
1655,inspectiontype,license
1655,results,pass
1655,latitude,42.0085364
1655,longitude,-87.91442844
1656,inspectionid,70322
1656,dbaname,baskin robbins/ dunkin donuts
1656,akaname,baskin robbins/ dunkin donuts
1656,license,45960
1656,facilitytype,restaurant
1656,risk,risk 2 (medium)
1656,address,3039 n central ave 
1656,city,chicago
1656,state,il
1656,zip,60634
1656,inspectiondate,02/03/2010
1656,inspectiontype,canvass re-inspection
1656,results,pass
1656,latitude,41.93602794
1656,longitude,-87.76626205
1657,inspectionid,70323
1657,dbaname,berbati food and liquors
1657,akaname,berbati food and liquors
1657,license,1646036
1657,facilitytype,grocery store
1657,risk,risk 3 (low)
1657,address,3956 n narragansett ave 
1657,city,chicago
1657,state,il
1657,zip,60634
1657,inspectiondate,02/03/2010
1657,inspectiontype,canvass
1657,results,pass
1657,latitude,41.95273156
1657,longitude,-87.78669844
1658,inspectionid,70324
1658,dbaname,mr zee's
1658,akaname,mr zee's
1658,license,49683
1658,facilitytype,restaurant
1658,risk,risk 1 (high)
1658,address,3958 n narragansett ave 
1658,city,chicago
1658,state,il
1658,zip,60634
1658,inspectiondate,02/03/2010
1658,inspectiontype,canvass
1658,results,pass
1658,latitude,41.952792
1658,longitude,-87.78670112
1659,inspectionid,70325
1659,dbaname,tavern izbata
1659,akaname,tavern izbata
1659,license,1472943
1659,facilitytype,
1659,risk,risk 1 (high)
1659,address,5207 n harlem ave 
1659,city,chicago
1659,state,il
1659,zip,60656
1659,inspectiondate,02/03/2010
1659,inspectiontype,out of business
1659,results,pass
1659,latitude,41.97573738
1659,longitude,-87.80690897
1660,inspectionid,70326
1660,dbaname,dunkin donuts
1660,akaname,dunkin donuts
1660,license,30218
1660,facilitytype,restaurant
1660,risk,risk 2 (medium)
1660,address,7171 w irving park rd 
1660,city,chicago
1660,state,il
1660,zip,60634
1660,inspectiondate,02/04/2010
1660,inspectiontype,canvass
1660,results,fail
1660,latitude,41.95265745
1660,longitude,-87.80628847
1661,inspectionid,70327
1661,dbaname,kentucky fried chicken 200-049
1661,akaname,kentucky fried chicken 200-049
1661,license,21202
1661,facilitytype,restaurant
1661,risk,risk 1 (high)
1661,address,3927 n harlem ave 
1661,city,chicago
1661,state,il
1661,zip,60634
1661,inspectiondate,02/04/2010
1661,inspectiontype,canvass
1661,results,pass
1661,latitude,41.95160567
1661,longitude,-87.80707905
1662,inspectionid,70328
1662,dbaname,taste of china
1662,akaname,taste of china
1662,license,50531
1662,facilitytype,restaurant
1662,risk,risk 1 (high)
1662,address,7534 w addison st 
1662,city,chicago
1662,state,il
1662,zip,60634
1662,inspectiondate,02/04/2010
1662,inspectiontype,complaint
1662,results,pass
1662,latitude,41.94520738
1662,longitude,-87.81568964
1663,inspectionid,70329
1663,dbaname,united club/t-1 b18
1663,akaname,united club/t-1 b18
1663,license,1888807
1663,facilitytype,restaurant
1663,risk,risk 1 (high)
1663,address,11601 w touhy ave 
1663,city,chicago
1663,state,il
1663,zip,60666
1663,inspectiondate,02/05/2010
1663,inspectiontype,canvass
1663,results,pass
1663,latitude,42.0085364
1663,longitude,-87.91442844
1664,inspectionid,70330
1664,dbaname,quick connection  (t1 b1)
1664,akaname,quick connection  (t1 b1)
1664,license,34223
1664,facilitytype,grocery store
1664,risk,risk 3 (low)
1664,address,11601 w touhy ave 
1664,city,chicago
1664,state,il
1664,zip,60666
1664,inspectiondate,02/05/2010
1664,inspectiontype,canvass
1664,results,pass
1664,latitude,42.0085364
1664,longitude,-87.91442844
1665,inspectionid,70331
1665,dbaname,mcdonald's (t5/arrival)
1665,akaname,mcdonald's (t5/arrival)
1665,license,2016729
1665,facilitytype,restaurant
1665,risk,risk 2 (medium)
1665,address,11601 w touhy ave 
1665,city,chicago
1665,state,il
1665,zip,60666
1665,inspectiondate,02/05/2010
1665,inspectiontype,license
1665,results,pass
1665,latitude,42.0085364
1665,longitude,-87.91442844
1666,inspectionid,70332
1666,dbaname,transporation center lounge
1666,akaname,transporation center lounge
1666,license,34225
1666,facilitytype,
1666,risk,risk 3 (low)
1666,address,11601 w touhy ave 
1666,city,chicago
1666,state,il
1666,zip,60666
1666,inspectiondate,02/05/2010
1666,inspectiontype,out of business
1666,results,pass
1666,latitude,42.0085364
1666,longitude,-87.91442844
1667,inspectionid,70333
1667,dbaname,a's restaurant &  pancake house
1667,akaname,a's restaurant &  pancake house
1667,license,1335179
1667,facilitytype,restaurant
1667,risk,risk 1 (high)
1667,address,6358 w irving park rd 
1667,city,chicago
1667,state,il
1667,zip,60634
1667,inspectiondate,02/08/2010
1667,inspectiontype,canvass
1667,results,pass
1667,latitude,41.95302778
1667,longitude,-87.78643959
1668,inspectionid,70334
1668,dbaname,china chef
1668,akaname,china chef
1668,license,1445212
1668,facilitytype,restaurant
1668,risk,risk 1 (high)
1668,address,4042 n narragansett ave 
1668,city,chicago
1668,state,il
1668,zip,60634
1668,inspectiondate,02/08/2010
1668,inspectiontype,canvass
1668,results,pass
1668,latitude,41.95421758
1668,longitude,-87.78674724
